"result_name","result_value","result_interpretation","interpretation","sens_interpretation","yearrec","siteID","accessionID"
"Enrofloxacin","0.25","No interpretation","Susceptible","Susceptible",2016,"Site 52","0980"
"Gentamicin","2","Susceptible","Susceptible","Susceptible",2016,"Site 52","0980"
"Oxytetracycline","> 8.0000","No interpretation","Resistant","Resistant",2016,"Site 52","0980"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2016,"Site 52","0980"
"Florfenicol","2","No interpretation","Susceptible","Susceptible",2016,"Site 52","0980"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2016,"Site 52","0980"
"Neomycin","<= 4.0000","No interpretation","Susceptible","Susceptible",2016,"Site 52","0980"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2016,"Site 52","0980"
"Chlortetracycline","> 8.0000","No interpretation","Resistant","Resistant",2016,"Site 52","0980"
"Tilmicosin","> 64.0000","No interpretation","Resistant","Resistant",2016,"Site 52","0980"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 52","0980"
"Sulphadimethoxine","<= 256.0000","No interpretation","Susceptible","Susceptible",2016,"Site 52","0980"
"Tiamulin","<= 0.5000","No interpretation","Susceptible","Susceptible",2016,"Site 52","0980"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 52","0980"
"Spectinomycin","16","No interpretation","Susceptible","Susceptible",2016,"Site 52","0980"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2017,"Site 52","9277"
"Clindamycin","<= 0.2500","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Florfenicol","0.5","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Gentamicin","16","Resistant","Resistant","Resistant",2017,"Site 52","9277"
"Neomycin","16","Resistant","Resistant","Resistant",2017,"Site 52","9277"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2017,"Site 52","9277"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Spectinomycin","16","No Interpretation from Sensititre","Susceptible","Susceptible",2017,"Site 52","9277"
"Tiamulin","4","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Tilmicosin","<= 4.0000","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2017,"Site 52","9277"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 53","2268"
"Clindamycin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Florfenicol","1","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Neomycin","16","Resistant","Resistant","Resistant",2015,"Site 53","2268"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 53","2268"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2015,"Site 53","2268"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Tilmicosin","8","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 53","2268"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 53","1571"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 53","1571"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2018,"Site 53","1571"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2018,"Site 53","1571"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2018,"Site 53","1571"
"Gentamicin","8","Intermediate","Susceptible","Resistant",2018,"Site 53","1571"
"Neomycin","32","Resistant","Resistant","Resistant",2018,"Site 53","1571"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 53","1571"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2018,"Site 53","1571"
"Spectinomycin","16","Susceptible","Susceptible","Susceptible",2018,"Site 53","1571"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 53","1571"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2018,"Site 53","1571"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2018,"Site 53","1571"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2018,"Site 53","1571"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 54","6125"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 54","6125"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Gentamicin","<= 1.0000","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Neomycin","<= 4.0000","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 54","6125"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 54","6125"
"Spectinomycin","32","Intermediate","Susceptible","Susceptible",2015,"Site 54","6125"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 54","6125"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 54","6125"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Neomycin","16","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2015,"Site 55","9861"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Ceftiofur","1","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Florfenicol","1","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Gentamicin","2","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Neomycin","8","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Penicillin","1","Intermediate","Resistant","Resistant",2015,"Site 55","9861"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Spectinomycin","<= 8.0000","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Tiamulin","8","Susceptible","Susceptible","Susceptible",2015,"Site 55","9861"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Trimethoprim Sulphamethoxazole","> 2.0000","Resistant","Resistant","Resistant",2015,"Site 55","9861"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Neomycin","16","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2015,"Site 56","7804"
"Tiamulin","2","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Chlortetracycline","<= 0.5000","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Clindamycin","2","Intermediate","Susceptible","Resistant",2015,"Site 56","7804"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Neomycin","<= 4.0000","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Oxytetracycline","<= 0.5000","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Spectinomycin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Tiamulin","> 32.0000","Resistant","Resistant","Resistant",2015,"Site 56","7804"
"Tilmicosin","<= 4.0000","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 56","7804"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Neomycin","16","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2015,"Site 57","9739"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Neomycin","16","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2015,"Site 57","9739"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 57","9739"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 57","9739"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2018,"Site 58","5558"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Florfenicol","1","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Neomycin","32","Resistant","Resistant","Resistant",2018,"Site 58","5558"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2018,"Site 58","5558"
"Spectinomycin","16","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Tetracycline","2","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Tiamulin","<= 0.5000","Susceptible","Susceptible","Susceptible",2018,"Site 58","5558"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2018,"Site 58","5558"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2018,"Site 58","5558"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Chlortetracycline","4","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2018,"Site 59","3824"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Florfenicol","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Gentamicin","<= 1.0000","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Neomycin","<= 4.0000","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Oxytetracycline","<= 0.5000","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2018,"Site 59","3824"
"Spectinomycin","<= 8.0000","No Interpretation from Sensititre","Susceptible","Susceptible",2018,"Site 59","3824"
"Tiamulin","<= 0.5000","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Tilmicosin","> 64.0000","No Interpretation from Sensititre","Resistant","Resistant",2018,"Site 59","3824"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2018,"Site 59","3824"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2016,"Site 60","0568"
"Clindamycin","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Neomycin","32","Resistant","Resistant","Resistant",2016,"Site 60","0568"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2016,"Site 60","0568"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Spectinomycin","32","No Interpretation from Sensititre","Susceptible","Susceptible",2016,"Site 60","0568"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Tilmicosin","8","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2016,"Site 60","0568"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Ceftiofur","1","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Chlortetracycline","1","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Clindamycin","8","Resistant","Resistant","Resistant",2016,"Site 61","0064"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Florfenicol","1","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Gentamicin","<= 1.0000","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Neomycin","8","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Oxytetracycline","2","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2016,"Site 61","0064"
"Spectinomycin","32","No Interpretation from Sensititre","Susceptible","Susceptible",2016,"Site 61","0064"
"Tiamulin","8","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Tilmicosin","<= 4.0000","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2016,"Site 61","0064"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2017,"Site 62","0141"
"Ceftiofur","0.5","Susceptible","Susceptible","Susceptible",2017,"Site 62","0141"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2017,"Site 62","0141"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2017,"Site 62","0141"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2017,"Site 62","0141"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2017,"Site 62","0141"
"Gentamicin","2","Susceptible","Susceptible","Susceptible",2017,"Site 62","0141"
"Neomycin","> 32.0000","Resistant","Resistant","Resistant",2017,"Site 62","0141"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2017,"Site 62","0141"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2017,"Site 62","0141"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2017,"Site 62","0141"
"Spectinomycin","> 64.0000","Resistant","Resistant","Resistant",2017,"Site 62","0141"
"Tiamulin","32","Resistant","Resistant","Resistant",2017,"Site 62","0141"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2017,"Site 62","0141"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2017,"Site 62","0141"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2020,"Site 62","4497"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2020,"Site 62","4497"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2020,"Site 62","4497"
"Enrofloxacin","<= 0.1200","Susceptible","Susceptible","Susceptible",2020,"Site 62","4497"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2020,"Site 62","4497"
"Gentamicin","<= 1.0000","Susceptible","Susceptible","Susceptible",2020,"Site 62","4497"
"Neomycin","<= 4.0000","Susceptible","Susceptible","Susceptible",2020,"Site 62","4497"
"Penicillin","0.5","Intermediate","Susceptible","Resistant",2020,"Site 62","4497"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2020,"Site 62","4497"
"Spectinomycin","<= 8.0000","No Interpretation","Susceptible","Susceptible",2020,"Site 62","4497"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2020,"Site 62","4497"
"Tiamulin","32","Resistant","Resistant","Resistant",2020,"Site 62","4497"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2020,"Site 62","4497"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2020,"Site 62","4497"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Ceftiofur","<= 0.2500","No Interpretation from Sensititre","Susceptible","Susceptible",2017,"Site 63","9766"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2017,"Site 63","9766"
"Clindamycin","<= 0.2500","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Gentamicin","2","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Neomycin","16","Resistant","Resistant","Resistant",2017,"Site 63","9766"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2017,"Site 63","9766"
"Penicillin","<= 0.1200","No Interpretation from Sensititre","Susceptible","Susceptible",2017,"Site 63","9766"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Spectinomycin","16","No Interpretation from Sensititre","Susceptible","Susceptible",2017,"Site 63","9766"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Tilmicosin","<= 4.0000","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2017,"Site 63","9766"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 64","0514"
"Ceftiofur","<= 0.2500","No Interpretation from Sensititre","Susceptible","Susceptible",2016,"Site 64","0514"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2016,"Site 64","0514"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2016,"Site 64","0514"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2016,"Site 64","0514"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2016,"Site 64","0514"
"Gentamicin","2","Susceptible","Susceptible","Susceptible",2016,"Site 64","0514"
"Neomycin","8","Susceptible","Susceptible","Susceptible",2016,"Site 64","0514"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2016,"Site 64","0514"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2016,"Site 64","0514"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2016,"Site 64","0514"
"Spectinomycin","16","No Interpretation from Sensititre","Susceptible","Susceptible",2016,"Site 64","0514"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2016,"Site 64","0514"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2016,"Site 64","0514"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2016,"Site 64","0514"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 65","5470"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 65","5470"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2016,"Site 65","5470"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2016,"Site 65","5470"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2016,"Site 65","5470"
"Florfenicol","4","Intermediate","Susceptible","Resistant",2016,"Site 65","5470"
"Gentamicin","8","Intermediate","Susceptible","Resistant",2016,"Site 65","5470"
"Neomycin","16","Resistant","Resistant","Resistant",2016,"Site 65","5470"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2016,"Site 65","5470"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2016,"Site 65","5470"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2016,"Site 65","5470"
"Spectinomycin","32","No Interpretation from Sensititre","Susceptible","Susceptible",2016,"Site 65","5470"
"Tiamulin","2","Susceptible","Susceptible","Susceptible",2016,"Site 65","5470"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2016,"Site 65","5470"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2016,"Site 65","5470"
"Gentamicin","<= 1.0000","Susceptible","Susceptible","Susceptible",2017,"Site 66","1729"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2017,"Site 66","1729"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2017,"Site 66","1729"
"Chlortetracycline","> 8.0000","No interpretation","Resistant","Resistant",2017,"Site 66","1729"
"Sulphadimethoxine","> 256.0000","No interpretation","Resistant","Resistant",2017,"Site 66","1729"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2017,"Site 66","1729"
"Tiamulin","> 32.0000","No interpretation","Resistant","Resistant",2017,"Site 66","1729"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2017,"Site 66","1729"
"Penicillin","2","No interpretation","Resistant","Resistant",2017,"Site 66","1729"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No interpretation","Susceptible","Susceptible",2017,"Site 66","1729"
